ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
103.148.195.22,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"Dinas Komunikasi DAN Informatika Kabupaten Tabanan",Indonesia,ID,-6.172800064086914,106.82720184326172,AS139996,"PerformanceConnectData(aws_NA=EndpointServerData(ping=733, connections=ConnectionAttempts(success=489, fail=2760), uptime=15.0%, visibleIp=103.148.195.11), ora_UK=EndpointServerData(ping=2728, connections=ConnectionAttempts(success=66, fail=3184), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1608, connections=ConnectionAttempts(success=498, fail=2770), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=993, connections=ConnectionAttempts(success=507, fail=2716), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:44:02.0","2023-04-15 02:46:51.0",,,
103.148.232.169,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[true])]",,false,"Pengadilan Tinggi Banten",Indonesia,ID,-6.211400032043457,106.84459686279297,AS58369,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1244, connections=ConnectionAttempts(success=197, fail=1314), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1508), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2612, connections=ConnectionAttempts(success=197, fail=1322), uptime=12.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2829, connections=ConnectionAttempts(success=202, fail=1311), uptime=13.0%, visibleIp=103.148.233.50))",,"2023-04-15 02:24:19.0","2023-04-15 02:47:48.0",,,
103.149.104.6,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Md Asif Ferdaus",Bangladesh,BD,23.846799850463867,90.24169921875,AS140380,"PerformanceConnectData(aws_NA=EndpointServerData(ping=900, connections=ConnectionAttempts(success=163, fail=2323), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1009, connections=ConnectionAttempts(success=30, fail=2450), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=605, connections=ConnectionAttempts(success=151, fail=2326), uptime=6.0%, visibleIp=null), ms_HK=EndpointServerData(ping=494, connections=ConnectionAttempts(success=153, fail=2319), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:05:19.0","2023-04-15 02:35:28.0",,,
103.149.194.4,32650,,,"[ProtocolDataType(type=https, port=32650, tls=true, autoRead=[true])]",,false,"Kavya  Pvt Ltd",India,IN,21.997400283813477,79.0010986328125,AS140173,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3113, connections=ConnectionAttempts(success=403, fail=1804), uptime=18.0%, visibleIp=103.149.194.4), ora_UK=EndpointServerData(ping=5674, connections=ConnectionAttempts(success=90, fail=2132), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1548, connections=ConnectionAttempts(success=426, fail=1810), uptime=19.0%, visibleIp=null), ms_HK=EndpointServerData(ping=7714, connections=ConnectionAttempts(success=404, fail=1800), uptime=18.0%, visibleIp=null))",,"2023-04-15 02:22:51.0","2023-04-15 02:22:51.0",,,
103.149.194.22,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null)]",,true,"Kavya  Pvt Ltd",India,IN,21.997400283813477,79.0010986328125,AS140173,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3983, connections=ConnectionAttempts(success=197, fail=1170), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1350), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2714, connections=ConnectionAttempts(success=192, fail=1166), uptime=14.0%, visibleIp=103.149.194.22), ms_HK=EndpointServerData(ping=963, connections=ConnectionAttempts(success=170, fail=1220), uptime=12.0%, visibleIp=null))",,"2023-04-15 02:39:41.0","2023-04-15 02:46:25.0",,,
103.149.194.24,32650,,,"[ProtocolDataType(type=https, port=32650, tls=true, autoRead=[true]), ProtocolDataType(type=http, port=32650, tls=false, autoRead=[true])]",,true,"Kavya  Pvt Ltd",India,IN,21.997400283813477,79.0010986328125,AS140173,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4992, connections=ConnectionAttempts(success=209, fail=2361), uptime=8.0%, visibleIp=103.149.194.24), ora_UK=EndpointServerData(ping=4348, connections=ConnectionAttempts(success=37, fail=2521), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=843, connections=ConnectionAttempts(success=206, fail=2380), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2486, connections=ConnectionAttempts(success=197, fail=2389), uptime=7.0%, visibleIp=null))",,"2023-04-15 02:26:12.0","2023-04-15 02:31:42.0",,,
103.149.194.49,32650,,,"[ProtocolDataType(type=http, port=32650, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=32650, tls=false, autoRead=[true])]",,true,"Kavya  Pvt Ltd",India,IN,21.997400283813477,79.0010986328125,AS140173,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3196, connections=ConnectionAttempts(success=349, fail=2252), uptime=13.0%, visibleIp=103.149.194.49), ora_UK=EndpointServerData(ping=741, connections=ConnectionAttempts(success=55, fail=2548), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3076, connections=ConnectionAttempts(success=336, fail=2303), uptime=12.0%, visibleIp=null), ms_HK=EndpointServerData(ping=4225, connections=ConnectionAttempts(success=331, fail=2313), uptime=12.0%, visibleIp=103.149.194.49))",,"2023-04-15 02:41:52.0","2023-04-15 02:41:52.0",,,
103.149.194.110,32650,,,"[ProtocolDataType(type=http, port=32650, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=32650, tls=true, autoRead=[true])]",,true,"Kavya  Pvt Ltd",India,IN,21.997400283813477,79.0010986328125,AS140173,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2376, connections=ConnectionAttempts(success=374, fail=2158), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2539, connections=ConnectionAttempts(success=86, fail=2454), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=4789, connections=ConnectionAttempts(success=388, fail=2151), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2563, connections=ConnectionAttempts(success=399, fail=2139), uptime=15.0%, visibleIp=103.149.194.110))",,"2023-04-15 02:16:50.0","2023-04-15 02:49:16.0",,,
103.149.195.33,80,,,"[ProtocolDataType(type=https, port=80, tls=false, autoRead=[true]), ProtocolDataType(type=http, port=80, tls=false, autoRead=[true])]",,true,"Kavya  Pvt Ltd",India,IN,21.997400283813477,79.0010986328125,AS140173,"PerformanceConnectData(aws_NA=EndpointServerData(ping=883, connections=ConnectionAttempts(success=453, fail=2195), uptime=17.0%, visibleIp=103.149.195.33), ora_UK=EndpointServerData(ping=2308, connections=ConnectionAttempts(success=96, fail=2527), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=564, connections=ConnectionAttempts(success=478, fail=2142), uptime=18.0%, visibleIp=null), ms_HK=EndpointServerData(ping=644, connections=ConnectionAttempts(success=429, fail=2200), uptime=16.0%, visibleIp=null))",,"2023-04-15 02:36:08.0","2023-04-15 02:49:12.0",,,
103.150.115.186,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.400000095367432,106.818603515625,AS17995,"PerformanceConnectData(aws_NA=EndpointServerData(ping=801, connections=ConnectionAttempts(success=478, fail=2746), uptime=14.0%, visibleIp=103.150.115.186), ora_UK=EndpointServerData(ping=686, connections=ConnectionAttempts(success=131, fail=3108), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=562, connections=ConnectionAttempts(success=560, fail=2652), uptime=17.0%, visibleIp=null), ms_HK=EndpointServerData(ping=488, connections=ConnectionAttempts(success=510, fail=2725), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:27:36.0","2023-04-15 02:29:23.0",,,
103.150.115.189,9933,,,"[ProtocolDataType(type=http, port=9933, tls=false, autoRead=null)]",,true,"PT iForte Global Internet",Indonesia,ID,-6.230000019073486,106.7863998413086,AS17995,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2848, connections=ConnectionAttempts(success=104, fail=476), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=582), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3883, connections=ConnectionAttempts(success=124, fail=482), uptime=20.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2094, connections=ConnectionAttempts(success=100, fail=491), uptime=16.0%, visibleIp=103.150.115.188))",,"2023-04-15 02:33:02.0","2023-04-15 02:49:11.0",,,
103.150.255.112,80,,,"[ProtocolDataType(type=socks4, port=80, tls=false, autoRead=null)]",,false,"Abdullah Al Jubayer",Bangladesh,BD,23.35219955444336,91.0593032836914,AS140611,"PerformanceConnectData(aws_NA=EndpointServerData(ping=925, connections=ConnectionAttempts(success=21, fail=2420), uptime=0.0%, visibleIp=103.58.75.83), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=2447), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=629, connections=ConnectionAttempts(success=19, fail=2429), uptime=0.0%, visibleIp=null), ms_HK=EndpointServerData(ping=573, connections=ConnectionAttempts(success=19, fail=2415), uptime=0.0%, visibleIp=null))",,"2023-04-15 02:04:45.0","2023-04-15 02:27:36.0",,,
103.151.33.176,1111,,,"[ProtocolDataType(type=http, port=1111, tls=false, autoRead=null)]",,true,KitaNet,Indonesia,ID,-7.2484002113342285,112.74189758300781,AS140407,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1992, connections=ConnectionAttempts(success=117, fail=781), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=884), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=810, connections=ConnectionAttempts(success=106, fail=772), uptime=12.0%, visibleIp=103.151.33.176), ms_HK=EndpointServerData(ping=1304, connections=ConnectionAttempts(success=120, fail=757), uptime=13.0%, visibleIp=null))",,"2023-04-15 02:15:03.0","2023-04-15 02:44:56.0",,,
103.151.34.130,8082,,,"[ProtocolDataType(type=https, port=8082, tls=true, autoRead=[false])]",,false,"PT. GAYUH MEDIA INFORMATIKA",Indonesia,ID,-6.211400032043457,106.84459686279297,AS140413,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1816, connections=ConnectionAttempts(success=49, fail=202), uptime=19.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=250), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3072, connections=ConnectionAttempts(success=51, fail=185), uptime=21.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2718, connections=ConnectionAttempts(success=49, fail=206), uptime=19.0%, visibleIp=103.151.34.130))",,"2023-04-15 02:42:17.0","2023-04-15 02:45:07.0",,,
103.151.47.217,46889,,,"[ProtocolDataType(type=socks4, port=46889, tls=true, autoRead=[false])]",,true,"New Universal World (Private) Limited",Pakistan,PK,31.59239959716797,74.33689880371094,AS136969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=773, connections=ConnectionAttempts(success=491, fail=2732), uptime=15.0%, visibleIp=null), ora_UK=EndpointServerData(ping=711, connections=ConnectionAttempts(success=127, fail=3087), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=648, connections=ConnectionAttempts(success=566, fail=2639), uptime=17.0%, visibleIp=null), ms_HK=EndpointServerData(ping=606, connections=ConnectionAttempts(success=533, fail=2676), uptime=16.0%, visibleIp=null))",,"2023-04-15 02:04:14.0","2023-04-15 02:28:35.0",,,
103.151.47.221,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"New Universal World (Private) Limited",Pakistan,PK,31.582599639892578,74.32759857177734,AS136969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1487, connections=ConnectionAttempts(success=348, fail=1559), uptime=18.0%, visibleIp=180.178.188.52), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1897), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=492, connections=ConnectionAttempts(success=366, fail=1520), uptime=19.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1630, connections=ConnectionAttempts(success=371, fail=1547), uptime=19.0%, visibleIp=null))",,"2023-04-15 02:19:56.0","2023-04-15 02:49:59.0",,,
103.151.140.165,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.211400032043457,106.84459686279297,AS45325,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2326, connections=ConnectionAttempts(success=523, fail=3447), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=3320, connections=ConnectionAttempts(success=142, fail=3825), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3277, connections=ConnectionAttempts(success=532, fail=3430), uptime=13.0%, visibleIp=36.68.9.108), ms_HK=EndpointServerData(ping=1585, connections=ConnectionAttempts(success=516, fail=3431), uptime=13.0%, visibleIp=null))",,"2023-04-15 02:26:44.0","2023-04-15 02:45:13.0",,,
103.151.177.106,80,,,"[ProtocolDataType(type=https, port=80, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=80, tls=true, autoRead=[true])]",,true,"PT JASAMARGA TOLLROAD OPERATOR",Indonesia,ID,-6.172800064086914,106.82720184326172,AS140415,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3608, connections=ConnectionAttempts(success=249, fail=2354), uptime=9.0%, visibleIp=116.254.125.162), ora_UK=EndpointServerData(ping=2271, connections=ConnectionAttempts(success=72, fail=2509), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=5386, connections=ConnectionAttempts(success=245, fail=2350), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3490, connections=ConnectionAttempts(success=240, fail=2357), uptime=9.0%, visibleIp=null))",,"2023-04-15 01:51:03.0","2023-04-15 02:38:04.0",,,
103.152.40.216,32650,,,"[ProtocolDataType(type=http, port=32650, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=32650, tls=false, autoRead=[true])]",,true,"Salvage Communication Private Limited",India,IN,30.129499435424805,77.28379821777344,AS134294,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2947, connections=ConnectionAttempts(success=111, fail=2467), uptime=4.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2690, connections=ConnectionAttempts(success=21, fail=2576), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=571, connections=ConnectionAttempts(success=123, fail=2497), uptime=4.0%, visibleIp=103.152.40.216), ms_HK=EndpointServerData(ping=2731, connections=ConnectionAttempts(success=116, fail=2476), uptime=4.0%, visibleIp=null))",,"2023-04-15 02:34:07.0","2023-04-15 02:47:53.0",,,
103.152.43.6,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,false,"Fiber Connect (Private) Limited",Pakistan,PK,31.449499130249023,73.69580078125,AS131471,"PerformanceConnectData(aws_NA=EndpointServerData(ping=783, connections=ConnectionAttempts(success=468, fail=2755), uptime=14.0%, visibleIp=103.152.43.6), ora_UK=EndpointServerData(ping=744, connections=ConnectionAttempts(success=111, fail=3117), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=666, connections=ConnectionAttempts(success=546, fail=2684), uptime=16.0%, visibleIp=103.152.43.6), ms_HK=EndpointServerData(ping=619, connections=ConnectionAttempts(success=453, fail=2764), uptime=14.0%, visibleIp=null))",,"2023-04-15 02:46:47.0","2023-04-15 02:46:47.0",,,
103.152.104.186,32650,,,"[ProtocolDataType(type=http, port=32650, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=32650, tls=true, autoRead=[false])]",,true,"Pan M Tech Limited",Bangladesh,BD,23.701799392700195,90.37419891357422,AS140849,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3775, connections=ConnectionAttempts(success=429, fail=2181), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2815, connections=ConnectionAttempts(success=92, fail=2522), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3463, connections=ConnectionAttempts(success=431, fail=2196), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3940, connections=ConnectionAttempts(success=430, fail=2189), uptime=16.0%, visibleIp=103.152.104.186))",,"2023-04-15 02:44:40.0","2023-04-15 02:44:40.0",,,
103.152.104.250,1080,,,"[ProtocolDataType(type=socks5, port=1080, tls=true, autoRead=[false])]",,true,"Pan M Tech Limited",Bangladesh,BD,23.701799392700195,90.37419891357422,AS140849,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1276, connections=ConnectionAttempts(success=220, fail=2286), uptime=8.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1227, connections=ConnectionAttempts(success=35, fail=2477), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1323, connections=ConnectionAttempts(success=225, fail=2265), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1634, connections=ConnectionAttempts(success=217, fail=2268), uptime=8.0%, visibleIp=null))",,"2023-04-15 01:52:14.0","2023-04-15 02:47:07.0",,,
103.152.232.69,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=null)]",,true,"PT Kingpolah Network Solutions",Indonesia,ID,-7.13100004196167,108.52670288085938,AS140446,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1186, connections=ConnectionAttempts(success=3, fail=22), uptime=12.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=26), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1663, connections=ConnectionAttempts(success=5, fail=22), uptime=18.0%, visibleIp=103.152.232.69), ms_HK=EndpointServerData(ping=6562, connections=ConnectionAttempts(success=6, fail=19), uptime=24.0%, visibleIp=null))",,"2023-04-15 02:36:20.0","2023-04-15 02:44:29.0",,,
103.152.232.84,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"PT Kingpolah Network Solutions",Indonesia,ID,-7.13100004196167,108.52670288085938,AS140446,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1232, connections=ConnectionAttempts(success=476, fail=2119), uptime=18.0%, visibleIp=103.152.233.54), ora_UK=EndpointServerData(ping=1624, connections=ConnectionAttempts(success=71, fail=2573), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2004, connections=ConnectionAttempts(success=509, fail=2087), uptime=19.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3781, connections=ConnectionAttempts(success=483, fail=2137), uptime=18.0%, visibleIp=null))",,"2023-04-15 02:29:42.0","2023-04-15 02:46:40.0",,,
103.152.232.134,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=null)]",,true,"PT Kingpolah Network Solutions",Indonesia,ID,-7.13100004196167,108.52670288085938,AS140446,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5272, connections=ConnectionAttempts(success=420, fail=1495), uptime=21.0%, visibleIp=103.152.232.134), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1896), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2182, connections=ConnectionAttempts(success=390, fail=1534), uptime=20.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2975, connections=ConnectionAttempts(success=378, fail=1523), uptime=19.0%, visibleIp=103.152.232.134))",,"2023-04-15 02:47:59.0","2023-04-15 02:47:59.0",,,
103.153.34.22,8181,,,"[ProtocolDataType(type=https, port=8181, tls=true, autoRead=[true])]",,true,"PT Jaya Media Expres",Indonesia,ID,-7.13100004196167,108.52670288085938,AS140452,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4445, connections=ConnectionAttempts(success=139, fail=662), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=805), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1828, connections=ConnectionAttempts(success=137, fail=668), uptime=17.0%, visibleIp=103.153.34.22), ms_HK=EndpointServerData(ping=3225, connections=ConnectionAttempts(success=137, fail=667), uptime=17.0%, visibleIp=null))",,"2023-04-15 02:33:53.0","2023-04-15 02:49:44.0",,,
103.153.35.83,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=false, autoRead=null)]",,true,"PT Jaya Media Expres",Indonesia,ID,-7.13100004196167,108.52670288085938,AS140452,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1035, connections=ConnectionAttempts(success=182, fail=871), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1065), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=798, connections=ConnectionAttempts(success=189, fail=862), uptime=17.0%, visibleIp=null), ms_HK=EndpointServerData(ping=631, connections=ConnectionAttempts(success=182, fail=873), uptime=17.0%, visibleIp=null))",,"2023-04-15 02:41:25.0","2023-04-15 02:46:20.0",,,
103.153.40.38,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS140454,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5414, connections=ConnectionAttempts(success=623, fail=3317), uptime=15.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2613, connections=ConnectionAttempts(success=180, fail=3738), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3463, connections=ConnectionAttempts(success=588, fail=3383), uptime=14.0%, visibleIp=59.153.82.211), ms_HK=EndpointServerData(ping=1276, connections=ConnectionAttempts(success=556, fail=3389), uptime=14.0%, visibleIp=null))",,"2023-04-15 02:23:10.0","2023-04-15 02:47:11.0",,,
103.153.136.188,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[true])]",,true,"PT Andalas Global Network",Indonesia,ID,-6.172800064086914,106.82720184326172,AS140465,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1465, connections=ConnectionAttempts(success=532, fail=2086), uptime=20.0%, visibleIp=null), ora_UK=EndpointServerData(ping=3637, connections=ConnectionAttempts(success=98, fail=2496), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=6506, connections=ConnectionAttempts(success=496, fail=2137), uptime=18.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2415, connections=ConnectionAttempts(success=532, fail=2069), uptime=20.0%, visibleIp=103.153.136.177))",,"2023-04-15 02:34:42.0","2023-04-15 02:49:33.0",,,
103.153.185.249,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=null)]",,false,"Md Minto Mia",Bangladesh,BD,23.72719955444336,90.4093017578125,AS140954,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3374, connections=ConnectionAttempts(success=35, fail=221), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=253), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1539, connections=ConnectionAttempts(success=22, fail=212), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=4583, connections=ConnectionAttempts(success=33, fail=217), uptime=13.0%, visibleIp=null))",,"2023-04-15 02:11:10.0","2023-04-15 02:46:19.0",,,
103.153.190.78,8081,,,"[ProtocolDataType(type=http, port=8081, tls=false, autoRead=[false]), ProtocolDataType(type=https, port=8081, tls=true, autoRead=[true])]",,true,"PT Wahyu Adidaya Network",Indonesia,ID,-8.171600341796875,113.7052001953125,AS140469,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3588, connections=ConnectionAttempts(success=209, fail=2900), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=4685, connections=ConnectionAttempts(success=27, fail=3090), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1748, connections=ConnectionAttempts(success=189, fail=2914), uptime=6.0%, visibleIp=103.153.190.78), ms_HK=EndpointServerData(ping=2035, connections=ConnectionAttempts(success=200, fail=2916), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:25:22.0","2023-04-15 02:46:15.0",,,
103.153.190.94,8081,,,"[ProtocolDataType(type=http, port=8081, tls=true, autoRead=[true]), ProtocolDataType(type=https, port=8081, tls=true, autoRead=[true])]",,true,"PT Wahyu Adidaya Network",Indonesia,ID,-8.171600341796875,113.7052001953125,AS140469,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2273, connections=ConnectionAttempts(success=157, fail=2400), uptime=6.0%, visibleIp=103.153.190.78), ora_UK=EndpointServerData(ping=650, connections=ConnectionAttempts(success=18, fail=2526), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3267, connections=ConnectionAttempts(success=163, fail=2398), uptime=6.0%, visibleIp=null), ms_HK=EndpointServerData(ping=526, connections=ConnectionAttempts(success=170, fail=2383), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:46:06.0","2023-04-15 02:46:06.0",,,
103.153.191.119,3128,,,"[ProtocolDataType(type=https, port=3128, tls=false, autoRead=null)]",,true,"PT Wahyu Adidaya Network",Indonesia,ID,-7.982600212097168,112.63079833984375,AS140469,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2294, connections=ConnectionAttempts(success=98, fail=1423), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1515), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2575, connections=ConnectionAttempts(success=109, fail=1422), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2374, connections=ConnectionAttempts(success=106, fail=1449), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:32:48.0","2023-04-15 02:44:48.0",,,
103.153.232.241,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"Pals Network Pvt. Ltd",Nepal,NP,27.48390007019043,83.27980041503906,AS140966,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2604, connections=ConnectionAttempts(success=221, fail=3722), uptime=5.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1201, connections=ConnectionAttempts(success=67, fail=3889), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1950, connections=ConnectionAttempts(success=231, fail=3759), uptime=5.0%, visibleIp=103.153.233.20), ms_HK=EndpointServerData(ping=2219, connections=ConnectionAttempts(success=210, fail=3758), uptime=5.0%, visibleIp=null))",,"2023-04-15 02:11:12.0","2023-04-15 02:39:36.0",,,
